ID;Dateiname;Typ;Seite;Zeile;Inhalt;Zeichen;Verarbeitet am;Status
1323;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;12;Antonin Dickel (09);19;2025-11-27 05:42:34.349247;verarbeitet
1324;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;13;7 8GWiking Boot3 [Leistungsklasse 2];36;2025-11-27 05:42:34.349295;verarbeitet
1325;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;14;Raul Schiera (09);17;2025-11-27 05:42:34.349301;verarbeitet
1326;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;15;8 WSVOffenbach am Main-Bürgel [Leistungsklasse 3];49;2025-11-27 05:42:34.349304;verarbeitet
1327;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;16;Darian Henn (09);16;2025-11-27 05:42:34.349307;verarbeitet
1328;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;17;9 Hanauer RG Boot3 [Leistungsklasse 3];38;2025-11-27 05:42:34.349310;verarbeitet
1329;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;18;Kian Frank (09);15;2025-11-27 05:42:34.349313;verarbeitet
1330;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;19;10 ‚Hanauer RG Boot2 [Leistungsklasse 3];40;2025-11-27 05:42:34.349316;verarbeitet
1331;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;20;Dorian Vanjorek (09);20;2025-11-27 05:42:34.349318;verarbeitet
1332;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;21;Re. 140 Mäd 2x 13 u 14J LK I bis Ill So 12:48;45;2025-11-27 05:42:34.349321;verarbeitet
1333;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;22;Mädchen-Doppelzweier 13 u 14J LK Ibis Ill;41;2025-11-27 05:42:34.349324;verarbeitet
1334;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;23;1 SRARSchillerschule Frankfurt [Leistungsklasse 1];50;2025-11-27 05:42:34.349327;verarbeitet
1335;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;24;‚Anela Kopalla (09), Emilia Kratz (09);38;2025-11-27 05:42:34.349329;verarbeitet
1336;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;25;3 ‚Frankfurter RC [Leistungsklasse 2];37;2025-11-27 05:42:34.349333;verarbeitet
1337;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;26;Danica Guertin (09), Frida Bischof (09);39;2025-11-27 05:42:34.349336;verarbeitet
1338;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;27;4 Frankfurter RC [Leistungsklasse 2];36;2025-11-27 05:42:34.349340;verarbeitet
1339;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;28;Teresa Wahl (09), Anna Clarenz (09);35;2025-11-27 05:42:34.349342;verarbeitet
1340;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;29;5 RCMöve Grossauheim [Leistungsklasse 3];40;2025-11-27 05:42:34.349345;verarbeitet
1341;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;30;Jette Völger (10), Jette Roos (10);34;2025-11-27 05:42:34.349348;verarbeitet
1342;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;31;6 RCKarlstadt [Leistungsklasse 2];33;2025-11-27 05:42:34.349351;verarbeitet
1343;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;32;Franka Wilhelm (09), Tessa Völker (09);38;2025-11-27 05:42:34.349354;verarbeitet
1344;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;33;rk rk;5;2025-11-27 05:42:34.349357;verarbeitet
1345;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;34;SCHIFFFAHRTSPAUSE;17;2025-11-27 05:42:34.349360;verarbeitet
1346;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;35;Re. 141 SM 4x-ALKI So 14:05;27;2025-11-27 05:42:34.349363;verarbeitet
1347;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;36;Männer-Doppelvierer o. St. ALKI;31;2025-11-27 05:42:34.349366;verarbeitet
1348;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;37;1 Wormser RC;12;2025-11-27 05:42:34.349369;verarbeitet
1349;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;38;Louis Keil (05), Lukas Scheuren (06), Moritz Nultsch (04), Noah Heinzel (04);76;2025-11-27 05:42:34.349371;verarbeitet
1350;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;39;2 Rgm. RC Möve Grossauheim/ Frankfurter RG Borussia;51;2025-11-27 05:42:34.349374;verarbeitet
1351;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;40;Victor Lukesch-Benkmann (92)[FRGB], Konstantin Wenzel (933)[RCM], Daniel Thiem (87)[RCM], Remig Halama (01)[RCM];112;2025-11-27 05:42:34.349377;verarbeitet
1352;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;41;3 Frankfurter RG Germania;25;2025-11-27 05:42:34.349379;verarbeitet
1353;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;42;Philip Groenouwe (95), Georg Dalitz (89), Pascal Herold (97), Dario Bosco (85);78;2025-11-27 05:42:34.349382;verarbeitet
1354;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;43;Programm der 51. Großauheimer Kurzstreckenregatta am 16./17.09.2023 Seite: 32/39;80;2025-11-27 05:42:34.349385;verarbeitet
1355;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_35.jpf;OCR;-;44;;0;2025-11-27 05:42:34.349388;verarbeitet
1356;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;1;Re. 143 SF 4x- VBLKWMI So 14:08;31;2025-11-27 05:42:35.082265;verarbeitet
1357;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;2;Frauen-Doppelvierer o. St. VB LK I/II;37;2025-11-27 05:42:35.091593;verarbeitet
1358;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;3;1 Rgm. Hanauer RG/ WSV Offenbach am Main-Bürgel [Altersklasse AT];65;2025-11-27 05:42:35.091616;verarbeitet
1359;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;4;Annika Schmidt (98)[WSVO], Lena Seuffert (96)[ HRG], Katharina Golüke (90)[ HRG], Amelie Müller (04)[HR@];105;2025-11-27 05:42:35.091621;verarbeitet
1360;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;5;2 Rgm. Marburger RV/ Frankfurter RG Borussia [Altersklasse A1];62;2025-11-27 05:42:35.091624;verarbeitet
1361;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;6;Wiebke Hanack (98)[FRGB], Lisa Bügers (92)[MRV], Fiona Hoffmann (02)[MRV], Caroline Joris (97)[MRV];99;2025-11-27 05:42:35.091627;verarbeitet
1362;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;7;Re. 144 JM 1xBLKIbis HI LG So 14:11;35;2025-11-27 05:42:35.091630;verarbeitet
1363;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;8;Lgw.-Junior-Einer BLK Ibis Il;29;2025-11-27 05:42:35.091633;verarbeitet
1364;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;9;1 RCAschaffenburg Boot 1 [Altersklasse B1];42;2025-11-27 05:42:35.091635;verarbeitet
1365;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;10;Frederik Zach (07);18;2025-11-27 05:42:35.091700;verarbeitet
1366;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;11;4 RGEberbach [Altersklasse B1];30;2025-11-27 05:42:35.091707;verarbeitet
1367;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;12;Jan Weber (07);14;2025-11-27 05:42:35.091710;verarbeitet
1368;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;13;5 RCAschaffenburg Boot2 [Altersklasse B1];41;2025-11-27 05:42:35.091713;verarbeitet
1369;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;14;Max Helfrich (07);17;2025-11-27 05:42:35.091716;verarbeitet
1370;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;15;6 RVHellasOffenbach [Altersklasse B1];37;2025-11-27 05:42:35.091718;verarbeitet
1371;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;16;Wilhelm Kaidel (07);19;2025-11-27 05:42:35.091721;verarbeitet
1372;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;17;7 Hanauer RGBoot1 [Altersklasse B1];35;2025-11-27 05:42:35.091724;verarbeitet
1373;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;18;Kenan Dogu Okul (08);20;2025-11-27 05:42:35.091728;verarbeitet
1374;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;19;8 Hanauer RG Boot2 [Altersklasse B2];36;2025-11-27 05:42:35.091731;verarbeitet
1375;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;20;Jan Lukas Böttger (08);22;2025-11-27 05:42:35.091736;verarbeitet
1376;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;21;9 WSV Offenbach am Main-Bürgel Boot 1 [Altersklasse B2];55;2025-11-27 05:42:35.091740;verarbeitet
1377;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;22;Noah Amadeo Möhl (08);21;2025-11-27 05:42:35.091744;verarbeitet
1378;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;23;11 Offenbacher RG Undine Boot 2 [Altersklasse B2];49;2025-11-27 05:42:35.091747;verarbeitet
1379;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;24;Henrik Brehm (08);17;2025-11-27 05:42:35.091751;verarbeitet
1380;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;25;12 Wormser RC [Altersklasse B2];31;2025-11-27 05:42:35.091754;verarbeitet
1381;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;26;Niko Urbach (08);16;2025-11-27 05:42:35.091758;verarbeitet
1382;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;27;13 Mühlheimer RV Boot2 [Altersklasse B2];40;2025-11-27 05:42:35.091761;verarbeitet
1383;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;28;Clemens Henkel (07);19;2025-11-27 05:42:35.091765;verarbeitet
1384;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;29;14 WSV Offenbach am Main-Bürgel Boot 2 [Altersklasse B2];56;2025-11-27 05:42:35.091768;verarbeitet
1385;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;30;David Heim (07);15;2025-11-27 05:42:35.091771;verarbeitet
1386;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;31;16 RC Aschaffenburg Boot4 [Altersklasse B2];43;2025-11-27 05:42:35.091774;verarbeitet
1387;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;32;Johannes Muylkens (08);22;2025-11-27 05:42:35.091778;verarbeitet
1388;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;33;17 Frankfurter RC [Altersklasse B3];35;2025-11-27 05:42:35.091781;verarbeitet
1389;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;34;Julian Grohmann (07);20;2025-11-27 05:42:35.091784;verarbeitet
1390;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;35;18 Marburger RV [Altersklasse B3];33;2025-11-27 05:42:35.091786;verarbeitet
1391;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;36;Henrik Schäfer (08);19;2025-11-27 05:42:35.091789;verarbeitet
1392;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;37;Programm der 51. Großauheimer Kurzstreckenregatta am 16./17.09.2023 Seite: 33/39;80;2025-11-27 05:42:35.091792;verarbeitet
1393;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_36.jpf;OCR;-;38;;0;2025-11-27 05:42:35.091795;verarbeitet
1394;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;1;Re. 145 JF2xBLKIM So 14:29;26;2025-11-27 05:42:35.849002;verarbeitet
1395;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;2;Juniorinnen-Doppelzweier B LK I/II;34;2025-11-27 05:42:35.858088;verarbeitet
1396;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;3;1 Frankfurter RG Germania [Altersklasse B1];43;2025-11-27 05:42:35.858111;verarbeitet
1397;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;4;Hannah Sophie Wethmar (08), Felicitas Mauerwerk (07);52;2025-11-27 05:42:35.858116;verarbeitet
1398;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;5;2 WSV Offenbach am Main-Bürgel [Altersklasse B1];48;2025-11-27 05:42:35.858119;verarbeitet
1399;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;6;Greta Meyer (08), Victoria Schäfer (07);39;2025-11-27 05:42:35.858123;verarbeitet
1400;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;7;3 RC Möve Grossauheim Boot 1 [Altersklasse B1];46;2025-11-27 05:42:35.858127;verarbeitet
1401;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;8;Helena Schwemler (07), Fabienne Fitz (07);41;2025-11-27 05:42:35.858131;verarbeitet
1402;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;9;4 5GWiking Boot 1 [Altersklasse B1];35;2025-11-27 05:42:35.858134;verarbeitet
1403;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;10;Emma Janovsky (08), Lilith Ludwig (08);38;2025-11-27 05:42:35.858138;verarbeitet
1404;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;11;5 WSVHellas Gießen [Altersklasse B2];36;2025-11-27 05:42:35.858141;verarbeitet
1405;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;12;Anouk Moll (07), Lilly Moll (07);32;2025-11-27 05:42:35.858145;verarbeitet
1406;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;13;6 SGWiking Boot2 [Altersklasse B2];34;2025-11-27 05:42:35.858148;verarbeitet
1407;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;14;Zuzanna Grabiec (08), Yasmine Dhraief (07);42;2025-11-27 05:42:35.858151;verarbeitet
1408;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;15;7 RCAschaffenburg [Altersklasse B2];35;2025-11-27 05:42:35.858218;verarbeitet
1409;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;16;Dora Hacker (07), Lara Stumpf (08);34;2025-11-27 05:42:35.858226;verarbeitet
1410;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;17;8 RCMöve Grossauheim Boot2 [Altersklasse B2];44;2025-11-27 05:42:35.858230;verarbeitet
1411;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;18;Charlotte Thommessen (07), Charlotte Gramann (08);49;2025-11-27 05:42:35.858234;verarbeitet
1412;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;19;Re. 147 Mäd 1x 14J LK Ibis II LG So 14:35;41;2025-11-27 05:42:35.858238;verarbeitet
1413;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;20;Lgw.-Mädchen-Einer 14J LK Ibis Ill;34;2025-11-27 05:42:35.858242;verarbeitet
1414;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;21;1 RCKarlstadt [Leistungsklasse 1];33;2025-11-27 05:42:35.858245;verarbeitet
1415;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;22;Emilia Mergenthal (09);22;2025-11-27 05:42:35.858248;verarbeitet
1416;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;23;2 RCKarlstadt [Leistungsklasse 2];33;2025-11-27 05:42:35.858252;verarbeitet
1417;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;24;Klara Handel (09);17;2025-11-27 05:42:35.858255;verarbeitet
1418;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;25;Re. 149 SF2x WBLK WM So 14:38;29;2025-11-27 05:42:35.858258;verarbeitet
1419;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;26;Frauen-Doppelzweier AB LK I/II;30;2025-11-27 05:42:35.858261;verarbeitet
1420;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;27;1 Hanauer RGBoot1 [Altersklasse A1];35;2025-11-27 05:42:35.858264;verarbeitet
1421;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;28;‚Amelie Müller (04), Katharina Golüke (90);42;2025-11-27 05:42:35.858267;verarbeitet
1422;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;29;2 Hanauer RC Hassia [Altersklasse Al];37;2025-11-27 05:42:35.858270;verarbeitet
1423;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;30;Celina Grunwald (04);20;2025-11-27 05:42:35.858272;verarbeitet
1424;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;31;4 Marburger RV [Altersklasse A1];32;2025-11-27 05:42:35.858275;verarbeitet
1425;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;32;Fiona Hoffmann (02), Caroline Joris (97);40;2025-11-27 05:42:35.858278;verarbeitet
1426;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;33;5 RVHellas Offenbach [Altersklasse A2];38;2025-11-27 05:42:35.858280;verarbeitet
1427;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;34;Laura Teresa Cirigliano (98), Mirjam Beitz (99);47;2025-11-27 05:42:35.858283;verarbeitet
1428;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;35;6 Frankfurter RC [Altersklasse B1];34;2025-11-27 05:42:35.858286;verarbeitet
1429;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;36;Lena Kirchner (05), Marlene Zukunft (04);40;2025-11-27 05:42:35.858289;verarbeitet
1430;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;37;7 Hanauer RGBoot2 [Altersklasse B2];35;2025-11-27 05:42:35.858292;verarbeitet
1431;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;38;Pehchan Kapoor (04), Lina Vögler (04);37;2025-11-27 05:42:35.858294;verarbeitet
1432;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;39;Programm der 51. Großauheimer Kurzstreckenregatta am 16./17.09.2023 Seite: 34/39;80;2025-11-27 05:42:35.858297;verarbeitet
1433;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_37.jpf;OCR;-;40;;0;2025-11-27 05:42:35.858300;verarbeitet
1434;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_38.jpf;OCR;-;1;Re. 150 JF/M 2x A/B LK W/Il Mix So 14:47;40;2025-11-27 05:42:36.944364;verarbeitet
1435;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_38.jpf;OCR;-;2;Junioren-Gemischt-Doppelzweier VB LK Ill;40;2025-11-27 05:42:36.945544;verarbeitet
1436;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_38.jpf;OCR;-;3;1 RGWetzlar [Altersklasse A1];29;2025-11-27 05:42:36.945561;verarbeitet
1437;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_38.jpf;OCR;-;4;Ben Sprenger (05), Lara Buseck (05);35;2025-11-27 05:42:36.945565;verarbeitet
1438;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_38.jpf;OCR;-;5;3 Frankfurter RC [Altersklasse A2];34;2025-11-27 05:42:36.945568;verarbeitet
1439;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_38.jpf;OCR;-;6;Piet Schmitt (08), Katerina Chow (05);37;2025-11-27 05:42:36.945571;verarbeitet
1440;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_38.jpf;OCR;-;7;4 Frankfurter RG Oberrad Boot2 [Altersklasse A2];48;2025-11-27 05:42:36.945574;verarbeitet
1441;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_38.jpf;OCR;-;8;Mara Buchwald (06), Paul Ponyiczky (05);39;2025-11-27 05:42:36.945577;verarbeitet
1442;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_38.jpf;OCR;-;9;5 Frankfurter RG Oberrad Boot 1 [Altersklasse A2];49;2025-11-27 05:42:36.945579;verarbeitet
